date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:05	151250/151250	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:46:58%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychopathology/depression/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychopathology/depression/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:06	151335/151335	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:46:59%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychopathology/medical-model/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychopathology/medical-model/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:07	151491/151491	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:46:59%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychopathology/cognitive-therapy-psychopathology/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychopathology/cognitive-therapy-psychopathology/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:07	180799/180799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jan%202021%2021:44:31%20GMT	https://waheedpsycho.files.wordpress.com/2021/01/logo.jpg?w=724	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2021/01/logo3e3a.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:07	151614/151614	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:06%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/attachment/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/attachment/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:08	151698/151698	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:07%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/concrete-stage/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/concrete-stage/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:09	151280/151280	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:08%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/jean-piaget/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/jean-piaget/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:09	151919/151919	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:08%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/formal-operational-stage/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/formal-operational-stage/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:09	7031/7031	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Nov%202020%2021:43:20%20GMT	https://waheedpsycho.files.wordpress.com/2020/11/logo2.png?w=150	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/11/logo27658.png	(from https://waheedpsycho.wordpress.com/)
17:47:10	151352/151352	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:08%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/jerome-bruner/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/jerome-bruner/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:11	151312/151312	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:09%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/john-bowlby/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/john-bowlby/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:11	151509/151509	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:10%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/kohlberg-moral-dev/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/kohlberg-moral-dev/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:13	16265/16265	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Mar%202020%2008:43:59%20GMT	https://waheedpsycho.files.wordpress.com/2020/03/phpthumb_generated_thumbnail.jpg?w=262	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/03/phpthumb_generated_thumbnailee44.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:13	150754/150754	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:12%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/attention/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/attention/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:14	150569/150569	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:12%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-dissonance/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-dissonance/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:15	151315/151315	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:12%20GMT	https://waheedpsycho.wordpress.com/category/theories/o-developmental/lev-vygostksy/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/o-developmental/lev-vygostksy/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:15	185314/185314	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:14%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-psychology/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-psychology/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:16	150864/150864	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:15%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-therapy/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/cognitive-therapy/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:16	165576/165576	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:16%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/information-processing/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/information-processing/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:17	151194/151194	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:16%20GMT	https://waheedpsycho.wordpress.com/category/theories/social/attitudes/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/social/attitudes/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:24	151477/151477	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:16%20GMT	https://waheedpsycho.wordpress.com/category/theories/social/compliance-techniques/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/social/compliance-techniques/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:25	151062/151062	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:17%20GMT	https://waheedpsycho.wordpress.com/category/theories/social/conformity/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/social/conformity/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:25	242124/242124	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:18%20GMT	https://waheedpsycho.wordpress.com/category/theories/behavioral/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/behavioral/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:25	206746/206746	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Oct%202020%2015:56:08%20GMT	https://waheedpsycho.files.wordpress.com/2020/10/2010.jpg?w=724	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/10/20103e3a.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:26	200021/200021	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:25%20GMT	https://waheedpsycho.wordpress.com/category/theories/cognitive/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/cognitive/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:27	246041/246041	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:26%20GMT	https://waheedpsycho.wordpress.com/category/theories/humanist/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/humanist/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:34	194084/194084	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:27%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:35	162044/162044	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:27%20GMT	https://waheedpsycho.wordpress.com/category/theories/behavioral/behavioral-therapy/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/behavioral/behavioral-therapy/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:35	177843/177843	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:27%20GMT	https://waheedpsycho.wordpress.com/category/theories/behavioral/classical-conditioning/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/behavioral/classical-conditioning/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:36	155256/155256	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:35%20GMT	https://waheedpsycho.wordpress.com/category/theories/behavioral/law-of-effect/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/behavioral/law-of-effect/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:37	201895/201895	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:35%20GMT	https://waheedpsycho.wordpress.com/category/waheed/books/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/waheed/books/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:38	151263/151263	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:37%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychodynamic/carl-jung/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychodynamic/carl-jung/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:39	16416/16416	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:23:44%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200619_181437.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200619_181437bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:40	151402/151402	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:38%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychodynamic/defense-mechanisms/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychodynamic/defense-mechanisms/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:41	151808/151808	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:38%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychodynamic/id-ego-super-ego/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychodynamic/id-ego-super-ego/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:42	15356/15356	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:23:51%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200712_155618.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200712_155618bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:43	151628/151628	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:41%20GMT	https://waheedpsycho.wordpress.com/category/theories/psychodynamic/melanie-klein/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/psychodynamic/melanie-klein/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:44	168334/168334	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:41%20GMT	https://waheedpsycho.wordpress.com/category/theories/humanist/carl-rogers/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/humanist/carl-rogers/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:44	3431929/3431929	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:24:38%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200908_084919.jpg	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200908_084919.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:44	193438/193438	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:44%20GMT	https://waheedpsycho.wordpress.com/category/theories/humanist/hierarchy-of-needs/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/humanist/hierarchy-of-needs/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:46	15504/15504	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:23:57%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200712_155623.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200712_155623bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:46	150494/150494	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:45%20GMT	https://waheedpsycho.wordpress.com/category/theories/personality/cattells-16pf/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/personality/cattells-16pf/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:47	150735/150735	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:45%20GMT	https://waheedpsycho.wordpress.com/category/theories/personality/eysenck/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/personality/eysenck/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:48	166105/166105	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:44%20GMT	https://waheedpsycho.wordpress.com/category/theories/humanist/humanistic-psychology/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/humanist/humanistic-psychology/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:49	198804/198804	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:48%20GMT	https://waheedpsycho.wordpress.com/category/personality-2/cattells-16pf-personality/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/personality-2/cattells-16pf-personality/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:49	150442/150442	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:48%20GMT	https://waheedpsycho.wordpress.com/category/theories/personality/freudian-theory/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/personality/freudian-theory/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:50	12459/12459	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:24:09%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200712_160600.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200712_160600bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:51	151724/151724	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:48%20GMT	https://waheedpsycho.wordpress.com/category/personality-2/eysenck-personality/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/personality-2/eysenck-personality/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:52	151795/151795	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:49%20GMT	https://waheedpsycho.wordpress.com/category/personality-2/freudian-theory-personality/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/personality-2/freudian-theory-personality/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:52	150882/150882	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:50%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/eyewitness-testimony/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/eyewitness-testimony/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:53	150751/150751	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:52%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/forgetting/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/forgetting/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:55	17427/17427	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:24:15%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200724_105230.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200724_105230bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:55	150558/150558	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:52%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/levels-of-processing/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/levels-of-processing/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:56	156724/156724	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:53%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/long-term/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/long-term/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:57	160383/160383	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:54%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/memory-intro/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/memory-intro/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:57	186273/186273	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:57%20GMT	https://waheedpsycho.wordpress.com/category/psychodrama/links/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/psychodrama/links/index.html	(from https://waheedpsycho.wordpress.com/)
17:47:58	9461/9461	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Sep%202020%2019:24:19%20GMT	https://waheedpsycho.files.wordpress.com/2020/09/img_20200827_084742.jpg?w=225	C:/My%20Web%20Sites/waheed/waheedpsycho.files.wordpress.com/2020/09/img_20200827_084742bbbd.jpg	(from https://waheedpsycho.wordpress.com/)
17:47:59	174748/174748	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:57%20GMT	https://waheedpsycho.wordpress.com/category/theories/memory/multi-store-model/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/category/theories/memory/multi-store-model/index.html	(from https://waheedpsycho.wordpress.com/)
17:48:00	174507/174507	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2014:47:57%20GMT	https://waheedpsycho.wordpress.com/2021/01/11/phd/	C:/My%20Web%20Sites/waheed/waheedpsycho.wordpress.com/2021/01/11/phd/index.html	(from https://waheedpsycho.wordpress.com/)
